Country,Year,Subcommodity,Production (in tonnes),Source
Mexico,1969,leucoxene,0,USGS
Mexico,1969,titanium ores and concentrates,0,USGS
Mexico,1970,ilmenite and leucoxene,0,USGS
Mexico,1970,leucoxene,0,USGS
Mexico,1970,titanium ores and concentrates,0,USGS
Mexico,1971,ilmenite and leucoxene,0,USGS
Mexico,1971,leucoxene,0,USGS
Mexico,1971,titanium ores and concentrates,0,USGS
Mexico,1972,ilmenite and leucoxene,0,USGS
Mexico,1972,leucoxene,0,USGS
Mexico,1972,titanium ores and concentrates,0,USGS
Mexico,1973,ilmenite and leucoxene,0,USGS
Mexico,1973,leucoxene,0,USGS
Mexico,1973,titanium ores and concentrates,0,USGS
Mexico,1974,ilmenite and leucoxene,0,USGS
Mexico,1974,leucoxene,0,USGS
Mexico,1974,titanium ores and concentrates,0,USGS
Mexico,1975,ilmenite and leucoxene,0,USGS
Mexico,1975,leucoxene,0,USGS
Mexico,1975,titanium ores and concentrates,0,USGS
Mexico,1976,ilmenite and leucoxene,0,USGS
Mexico,1976,leucoxene,0,USGS
Mexico,1976,titanium ores and concentrates,0,USGS
Mexico,1977,ilmenite and leucoxene,0,USGS
Mexico,1977,leucoxene,0,USGS
Mexico,1977,titanium ores and concentrates,0,USGS
Mexico,1978,ilmenite and leucoxene,0,USGS
Mexico,1978,leucoxene,0,USGS
Mexico,1978,titanium ores and concentrates,0,USGS
Mexico,1979,ilmenite and leucoxene,0,USGS
Mexico,1979,leucoxene,0,USGS
Mexico,1979,titanium ores and concentrates,0,USGS
Mexico,1980,ilmenite and leucoxene,0,USGS
Mexico,1980,leucoxene,0,USGS
Mexico,1980,titanium ores and concentrates,0,USGS
Mexico,1981,ilmenite and leucoxene,0,USGS
Mexico,1981,leucoxene,0,USGS
Mexico,1981,titanium ores and concentrates,0,USGS
Mexico,1982,ilmenite and leucoxene,0,USGS
Mexico,1982,leucoxene,0,USGS
Mexico,1982,titanium ores and concentrates,0,USGS
Mexico,1983,ilmenite and leucoxene,0,USGS
Mexico,1983,leucoxene,0,USGS
Mexico,1983,titanium ores and concentrates,0,USGS
Mexico,1984,ilmenite and leucoxene,0,USGS
Mexico,1984,leucoxene,0,USGS
Mexico,1984,titanium ores and concentrates,0,USGS
Mexico,1985,ilmenite and leucoxene,0,USGS
Mexico,1985,leucoxene,0,USGS
Mexico,1985,titanium ores and concentrates,0,USGS
Mexico,1986,ilmenite and leucoxene,0,USGS
Mexico,1986,leucoxene,0,USGS
Mexico,1986,titanium ores and concentrates,0,USGS
Mexico,1987,ilmenite and leucoxene,0,USGS
Mexico,1987,leucoxene,0,USGS
Mexico,1987,titanium ores and concentrates,0,USGS
Mexico,1988,ilmenite and leucoxene,0,USGS
Mexico,1988,leucoxene,0,USGS
Mexico,1988,titanium ores and concentrates,0,USGS
Mexico,1989,ilmenite and leucoxene,0,USGS
Mexico,1989,leucoxene,0,USGS
Mexico,1989,titanium ores and concentrates,0,USGS
Mexico,1990,ilmenite and leucoxene,0,USGS
Mexico,1990,leucoxene,0,USGS
Mexico,1990,titanium ores and concentrates,0,USGS
Mexico,1991,ilmenite and leucoxene,0,USGS
Mexico,1991,leucoxene,0,USGS
Mexico,1991,titanium ores and concentrates,0,USGS
Mexico,1992,ilmenite and leucoxene,0,USGS
Mexico,1992,leucoxene,0,USGS
Mexico,1992,titanium ores and concentrates,0,USGS
Mexico,1993,ilmenite and leucoxene,0,USGS
Mexico,1993,leucoxene,0,USGS
Mexico,1993,titanium ores and concentrates,0,USGS
Mexico,1994,ilmenite and leucoxene,0,USGS
Mexico,1994,leucoxene,0,USGS
Mexico,1994,titanium ores and concentrates,0,USGS
Mexico,1995,ilmenite and leucoxene,0,USGS
Mexico,1995,leucoxene,0,USGS
Mexico,1995,titanium ores and concentrates,0,USGS
Mexico,1996,ilmenite and leucoxene,0,USGS
Mexico,1996,leucoxene,0,USGS
Mexico,1996,titanium ores and concentrates,0,USGS
Mexico,1997,ilmenite and leucoxene,0,USGS
Mexico,1997,leucoxene,0,USGS
Mexico,1997,titanium ores and concentrates,0,USGS
Mexico,1998,ilmenite and leucoxene,0,USGS
Mexico,1998,leucoxene,0,USGS
Mexico,1998,titanium ores and concentrates,0,USGS
Mexico,1999,ilmenite and leucoxene,0,USGS
Mexico,1999,leucoxene,0,USGS
Mexico,1999,titanium ores and concentrates,0,USGS
Mexico,2000,ilmenite and leucoxene,0,USGS
Mexico,2000,leucoxene,0,USGS
Mexico,2000,titanium ores and concentrates,0,USGS
Mexico,2001,ilmenite and leucoxene,0,USGS
Mexico,2001,leucoxene,0,USGS
Mexico,2001,titanium ores and concentrates,0,USGS
Mexico,2002,ilmenite and leucoxene,0,USGS
Mexico,2002,leucoxene,0,USGS
Mexico,2002,titanium ores and concentrates,0,USGS
Mexico,2003,ilmenite and leucoxene,0,USGS
Mexico,2003,leucoxene,0,USGS
Mexico,2003,titanium ores and concentrates,0,USGS
Mexico,2004,ilmenite and leucoxene,0,USGS
Mexico,2004,leucoxene,0,USGS
Mexico,2004,titanium ores and concentrates,0,USGS
Mexico,2005,ilmenite and leucoxene,0,USGS
Mexico,2005,leucoxene,0,USGS
Mexico,2005,titanium ores and concentrates,0,USGS
Mexico,2006,ilmenite and leucoxene,0,USGS
Mexico,2006,leucoxene,0,USGS
Mexico,2006,titanium ores and concentrates,0,USGS
Mexico,2007,ilmenite and leucoxene,0,USGS
Mexico,2007,leucoxene,0,USGS
Mexico,2007,titanium ores and concentrates,0,USGS
Mexico,2008,ilmenite and leucoxene,0,USGS
Mexico,2008,leucoxene,0,USGS
Mexico,2008,titanium ores and concentrates,0,USGS
Mexico,2009,ilmenite and leucoxene,0,USGS
Mexico,2009,leucoxene,0,USGS
Mexico,2009,titanium ores and concentrates,0,USGS
Mexico,2010,ilmenite and leucoxene,0,USGS
Mexico,2010,leucoxene,0,USGS
Mexico,2010,titanium ores and concentrates,0,USGS
Mexico,2011,ilmenite and leucoxene,0,USGS
Mexico,2011,leucoxene,0,USGS
Mexico,2011,titanium ores and concentrates,0,USGS
Mexico,2012,ilmenite and leucoxene,0,USGS
Mexico,2012,leucoxene,0,USGS
Mexico,2012,titanium ores and concentrates,0,USGS
Mexico,2013,ilmenite and leucoxene,0,USGS
Mexico,2013,leucoxene,0,USGS
Mexico,2013,titanium ores and concentrates,0,USGS
Mexico,2014,ilmenite and leucoxene,0,USGS
Mexico,2014,leucoxene,0,USGS
Mexico,2014,titanium ores and concentrates,0,USGS
Mexico,2015,ilmenite and leucoxene,0,USGS
Mexico,2015,leucoxene,0,USGS
Mexico,2015,titanium ores and concentrates,0,USGS
Mexico,2016,ilmenite and leucoxene,0,USGS
Mexico,2016,leucoxene,0,USGS
Mexico,2016,titanium ores and concentrates,0,USGS
Mexico,2017,ilmenite and leucoxene,0,USGS
Mexico,2017,leucoxene,0,USGS
Mexico,2017,titanium ores and concentrates,0,USGS
Mexico,2018,ilmenite and leucoxene,0,USGS
Mexico,2018,leucoxene,0,USGS
Mexico,2018,titanium ores and concentrates,0,USGS
Mexico,2019,ilmenite and leucoxene,0,USGS
Mexico,2019,leucoxene,0,USGS
Mexico,2019,titanium ores and concentrates,0,USGS
Mexico,2020,ilmenite and leucoxene,0,USGS
Mexico,2020,leucoxene,0,USGS
Mexico,2020,titanium ores and concentrates,0,USGS
Mexico,2021,ilmenite and leucoxene,0,USGS
Mexico,2021,leucoxene,0,USGS
Mexico,2021,titanium ores and concentrates,0,USGS
Mexico,2022,ilmenite and leucoxene,0,USGS
Mexico,2022,leucoxene,0,USGS
Mexico,2022,titanium ores and concentrates,0,USGS
Mozambique,1950,ilmenite and leucoxene,0,USGS
Mozambique,1950,rutile,0,USGS
Mozambique,1950,titanium ores and concentrates,0,USGS
Mozambique,1951,ilmenite and leucoxene,0,USGS
Mozambique,1951,rutile,0,USGS
Mozambique,1951,titanium ores and concentrates,0,USGS
Mozambique,1952,ilmenite and leucoxene,0,USGS
Mozambique,1952,rutile,0,USGS
Mozambique,1952,titanium ores and concentrates,0,USGS
Mozambique,1953,ilmenite and leucoxene,0,USGS
Mozambique,1953,rutile,0,USGS
Mozambique,1953,titanium ores and concentrates,0,USGS
Mozambique,1954,ilmenite and leucoxene,0,USGS
Mozambique,1954,rutile,0,USGS
Mozambique,1954,titanium ores and concentrates,0,USGS
Mozambique,1955,ilmenite and leucoxene,0,USGS
Mozambique,1955,rutile,0,USGS
Mozambique,1955,titanium ores and concentrates,0,USGS
Mozambique,1956,ilmenite and leucoxene,0,USGS
Mozambique,1956,rutile,0,USGS
Mozambique,1956,titanium ores and concentrates,0,USGS
Mozambique,1957,ilmenite and leucoxene,0,USGS
Mozambique,1957,rutile,0,USGS
Mozambique,1957,titanium ores and concentrates,0,USGS
Mozambique,1958,ilmenite and leucoxene,0,USGS
Mozambique,1958,rutile,0,USGS
Mozambique,1958,titanium ores and concentrates,0,USGS
Mozambique,1959,ilmenite and leucoxene,11400,USGS
Mozambique,1959,rutile,0,USGS
Mozambique,1959,titanium ores and concentrates,11400,USGS
Mozambique,1960,ilmenite and leucoxene,784,USGS
Mozambique,1960,rutile,0,USGS
Mozambique,1960,titanium ores and concentrates,784,USGS
Mozambique,1961,ilmenite and leucoxene,0,USGS
Mozambique,1961,rutile,0,USGS
Mozambique,1961,titanium ores and concentrates,0,USGS
Mozambique,1962,ilmenite and leucoxene,0,USGS
Mozambique,1962,rutile,0,USGS
Mozambique,1962,titanium ores and concentrates,0,USGS
Mozambique,1963,ilmenite and leucoxene,0,USGS
Mozambique,1963,rutile,0,USGS
Mozambique,1963,titanium ores and concentrates,0,USGS
Mozambique,1964,ilmenite and leucoxene,0,USGS
Mozambique,1964,rutile,0,USGS
Mozambique,1964,titanium ores and concentrates,0,USGS
Mozambique,1965,ilmenite and leucoxene,0,USGS
Mozambique,1965,rutile,0,USGS
Mozambique,1965,titanium ores and concentrates,0,USGS
Mozambique,1966,ilmenite and leucoxene,0,USGS
Mozambique,1966,rutile,0,USGS
Mozambique,1966,titanium ores and concentrates,0,USGS
Mozambique,1967,ilmenite and leucoxene,0,USGS
Mozambique,1967,rutile,0,USGS
Mozambique,1967,titanium ores and concentrates,0,USGS
Mozambique,1968,ilmenite and leucoxene,0,USGS
Mozambique,1968,rutile,0,USGS
Mozambique,1968,titanium ores and concentrates,0,USGS
Mozambique,1969,ilmenite and leucoxene,0,USGS
Mozambique,1969,rutile,0,USGS
Mozambique,1969,titanium ores and concentrates,0,USGS
Mozambique,1970,ilmenite and leucoxene,0,USGS
Mozambique,1970,rutile,0,USGS
Mozambique,1970,titanium ores and concentrates,0,USGS
Mozambique,1971,ilmenite and leucoxene,0,USGS
Mozambique,1971,rutile,0,USGS
Mozambique,1971,titanium ores and concentrates,0,USGS
Mozambique,1972,ilmenite and leucoxene,0,USGS
Mozambique,1972,rutile,0,USGS
Mozambique,1972,titanium ores and concentrates,0,USGS
Mozambique,1973,ilmenite and leucoxene,0,USGS
Mozambique,1973,rutile,0,USGS
Mozambique,1973,titanium ores and concentrates,0,USGS
Mozambique,1974,ilmenite and leucoxene,0,USGS
Mozambique,1974,rutile,0,USGS
Mozambique,1974,titanium ores and concentrates,0,USGS
Mozambique,1975,ilmenite and leucoxene,0,USGS
Mozambique,1975,rutile,0,USGS
Mozambique,1975,titanium ores and concentrates,0,USGS
Mozambique,1976,ilmenite and leucoxene,0,USGS
Mozambique,1976,rutile,0,USGS
Mozambique,1976,titanium ores and concentrates,0,USGS
Mozambique,1977,ilmenite and leucoxene,0,USGS
Mozambique,1977,rutile,0,USGS
Mozambique,1977,titanium ores and concentrates,0,USGS
Mozambique,1978,ilmenite and leucoxene,0,USGS
Mozambique,1978,rutile,0,USGS
Mozambique,1978,titanium ores and concentrates,0,USGS
Mozambique,1979,ilmenite and leucoxene,0,USGS
Mozambique,1979,rutile,0,USGS
Mozambique,1979,titanium ores and concentrates,0,USGS
Mozambique,1980,ilmenite and leucoxene,0,USGS
Mozambique,1980,rutile,0,USGS
Mozambique,1980,titanium ores and concentrates,0,USGS
Mozambique,1981,ilmenite and leucoxene,0,USGS
Mozambique,1981,rutile,0,USGS
Mozambique,1981,titanium ores and concentrates,0,USGS
Mozambique,1982,ilmenite and leucoxene,0,USGS
Mozambique,1982,rutile,0,USGS
Mozambique,1982,titanium ores and concentrates,0,USGS
Mozambique,1983,ilmenite and leucoxene,0,USGS
Mozambique,1983,rutile,0,USGS
Mozambique,1983,titanium ores and concentrates,0,USGS
Mozambique,1984,ilmenite and leucoxene,0,USGS
Mozambique,1984,rutile,0,USGS
Mozambique,1984,titanium ores and concentrates,0,USGS
Mozambique,1985,ilmenite and leucoxene,0,USGS
Mozambique,1985,rutile,0,USGS
Mozambique,1985,titanium ores and concentrates,0,USGS
Mozambique,1986,ilmenite and leucoxene,0,USGS
Mozambique,1986,rutile,0,USGS
Mozambique,1986,titanium ores and concentrates,0,USGS
Mozambique,1987,ilmenite and leucoxene,0,USGS
Mozambique,1987,rutile,0,USGS
Mozambique,1987,titanium ores and concentrates,0,USGS
Mozambique,1988,ilmenite and leucoxene,0,USGS
Mozambique,1988,rutile,0,USGS
Mozambique,1988,titanium ores and concentrates,0,USGS
Mozambique,1989,ilmenite and leucoxene,0,USGS
Mozambique,1989,rutile,0,USGS
Mozambique,1989,titanium ores and concentrates,0,USGS
Mozambique,1990,ilmenite and leucoxene,0,USGS
Mozambique,1990,rutile,0,USGS
Mozambique,1990,titanium ores and concentrates,0,USGS
Mozambique,1991,ilmenite and leucoxene,0,USGS
Mozambique,1991,rutile,0,USGS
Mozambique,1991,titanium ores and concentrates,0,USGS
Mozambique,1992,ilmenite and leucoxene,0,USGS
Mozambique,1992,rutile,0,USGS
Mozambique,1992,titanium ores and concentrates,0,USGS
Mozambique,1993,ilmenite and leucoxene,0,USGS
Mozambique,1993,rutile,0,USGS
Mozambique,1993,titanium ores and concentrates,0,USGS
Mozambique,1994,ilmenite and leucoxene,0,USGS
Mozambique,1994,rutile,0,USGS
Mozambique,1994,titanium ores and concentrates,0,USGS
Mozambique,1995,ilmenite and leucoxene,0,USGS
Mozambique,1995,rutile,0,USGS
Mozambique,1995,titanium ores and concentrates,0,USGS
Mozambique,1996,ilmenite and leucoxene,0,USGS
Mozambique,1996,rutile,0,USGS
Mozambique,1996,titanium ores and concentrates,0,USGS
Mozambique,1997,ilmenite and leucoxene,0,USGS
Mozambique,1997,rutile,0,USGS
Mozambique,1997,titanium ores and concentrates,0,USGS
Mozambique,1998,ilmenite and leucoxene,0,USGS
Mozambique,1998,rutile,0,USGS
Mozambique,1998,titanium ores and concentrates,0,USGS
Mozambique,1999,ilmenite and leucoxene,0,USGS
Mozambique,1999,rutile,0,USGS
Mozambique,1999,titanium ores and concentrates,0,USGS
Mozambique,2000,ilmenite and leucoxene,0,USGS
Mozambique,2000,rutile,0,USGS
Mozambique,2000,titanium ores and concentrates,0,USGS
Mozambique,2001,ilmenite and leucoxene,0,USGS
Mozambique,2001,rutile,0,USGS
Mozambique,2001,titanium ores and concentrates,0,USGS
Mozambique,2002,ilmenite and leucoxene,0,USGS
Mozambique,2002,rutile,0,USGS
Mozambique,2002,titanium ores and concentrates,0,USGS
Mozambique,2003,ilmenite and leucoxene,0,USGS
Mozambique,2003,rutile,0,USGS
Mozambique,2003,titanium ores and concentrates,0,USGS
Mozambique,2004,ilmenite and leucoxene,0,USGS
Mozambique,2004,rutile,0,USGS
Mozambique,2004,titanium ores and concentrates,0,USGS
Mozambique,2005,ilmenite and leucoxene,0,USGS
Mozambique,2005,rutile,0,USGS
Mozambique,2005,titanium ores and concentrates,0,USGS
Mozambique,2006,ilmenite and leucoxene,0,USGS
Mozambique,2006,rutile,0,USGS
Mozambique,2006,titanium ores and concentrates,0,USGS
Mozambique,2007,ilmenite and leucoxene,140515,USGS
Mozambique,2007,rutile,8782,USGS
Mozambique,2007,titanium ores and concentrates,149297,USGS
Mozambique,2008,ilmenite and leucoxene,328875,USGS
Mozambique,2008,rutile,6552,USGS
Mozambique,2008,titanium ores and concentrates,335427,USGS
Mozambique,2009,ilmenite and leucoxene,471524,USGS
Mozambique,2009,rutile,1800,USGS
Mozambique,2009,titanium ores and concentrates,473324,USGS
Mozambique,2010,ilmenite and leucoxene,678400,USGS
Mozambique,2010,rutile,4700,USGS
Mozambique,2010,titanium ores and concentrates,683100,USGS
Mozambique,2011,ilmenite and leucoxene,636800,USGS
Mozambique,2011,rutile,6455,USGS
Mozambique,2011,titanium ores and concentrates,643255,USGS
Mozambique,2012,ilmenite and leucoxene,574000,USGS
Mozambique,2012,rutile,4000,USGS
Mozambique,2012,titanium ores and concentrates,578000,USGS
Mozambique,2013,ilmenite and leucoxene,780000,USGS
Mozambique,2013,rutile,4000,USGS
Mozambique,2013,titanium ores and concentrates,784000,USGS
Mozambique,2014,ilmenite and leucoxene,926800,USGS
Mozambique,2014,rutile,6100,USGS
Mozambique,2014,titanium ores and concentrates,932900,USGS
Mozambique,2015,ilmenite and leucoxene,828893,USGS
Mozambique,2015,rutile,5981,USGS
Mozambique,2015,titanium ores and concentrates,834874,USGS
Mozambique,2016,ilmenite and leucoxene,1340330,USGS
Mozambique,2016,rutile,7781,USGS
Mozambique,2016,titanium ores and concentrates,1348111,USGS
Mozambique,2017,ilmenite and leucoxene,1197419,USGS
Mozambique,2017,rutile,9137,USGS
Mozambique,2017,titanium ores and concentrates,1206556,USGS
Mozambique,2018,ilmenite and leucoxene,1283075,USGS
Mozambique,2018,rutile,8830,USGS
Mozambique,2018,titanium ores and concentrates,1291905,USGS
Mozambique,2019,ilmenite and leucoxene,1442711,USGS
Mozambique,2019,rutile,8264,USGS
Mozambique,2019,titanium ores and concentrates,1450975,USGS
Mozambique,2020,ilmenite and leucoxene,1608011,USGS
Mozambique,2020,rutile,5958,USGS
Mozambique,2020,titanium ores and concentrates,1613969,USGS
Mozambique,2021,ilmenite and leucoxene,2071046,USGS
Mozambique,2021,rutile,8915,USGS
Mozambique,2021,titanium ores and concentrates,2079961,USGS
Mozambique,2022,ilmenite and leucoxene,2553269,USGS
Mozambique,2022,rutile,8869,USGS
Mozambique,2022,titanium ores and concentrates,2562138,USGS
Norway,1950,ilmenite,115908,USGS
Norway,1950,ilmenite and leucoxene,115908,USGS
Norway,1950,rutile,34,USGS
Norway,1950,titanium ores and concentrates,115942,USGS
Norway,1951,ilmenite,116139,USGS
Norway,1951,ilmenite and leucoxene,116139,USGS
Norway,1951,rutile,20,USGS
Norway,1951,titanium ores and concentrates,116159,USGS
Norway,1952,ilmenite,130370,USGS
Norway,1952,ilmenite and leucoxene,130370,USGS
Norway,1952,rutile,47,USGS
Norway,1952,titanium ores and concentrates,130417,USGS
Norway,1953,ilmenite,141220,USGS
Norway,1953,ilmenite and leucoxene,141220,USGS
Norway,1953,rutile,3,USGS
Norway,1953,titanium ores and concentrates,141223,USGS
Norway,1954,ilmenite,164448,USGS
Norway,1954,ilmenite and leucoxene,164448,USGS
Norway,1954,rutile,0,USGS
Norway,1954,titanium ores and concentrates,164448,USGS
Norway,1955,ilmenite,173981,USGS
Norway,1955,ilmenite and leucoxene,173981,USGS
Norway,1955,rutile,10,USGS
Norway,1955,titanium ores and concentrates,173991,USGS
Norway,1956,ilmenite,209990,USGS
Norway,1956,ilmenite and leucoxene,209990,USGS
Norway,1956,rutile,26,USGS
Norway,1956,titanium ores and concentrates,210016,USGS
Norway,1957,ilmenite,231693,USGS
Norway,1957,ilmenite and leucoxene,231693,USGS
Norway,1957,rutile,22,USGS
Norway,1957,titanium ores and concentrates,231715,USGS
Norway,1958,ilmenite,233585,USGS
Norway,1958,ilmenite and leucoxene,233585,USGS
Norway,1958,rutile,0,USGS
Norway,1958,titanium ores and concentrates,233585,USGS
Norway,1959,ilmenite,250206,USGS
Norway,1959,ilmenite and leucoxene,250206,USGS
Norway,1959,rutile,0,USGS
Norway,1959,titanium ores and concentrates,250206,USGS
Norway,1960,ilmenite,258542,USGS
Norway,1960,ilmenite and leucoxene,258542,USGS
Norway,1960,rutile,0,USGS
Norway,1960,titanium ores and concentrates,258542,USGS
Norway,1961,ilmenite,342723,USGS
Norway,1961,ilmenite and leucoxene,342723,USGS
Norway,1961,rutile,0,USGS
Norway,1961,titanium ores and concentrates,342723,USGS
Norway,1962,ilmenite,276788,USGS
Norway,1962,ilmenite and leucoxene,276788,USGS
Norway,1962,rutile,0,USGS
Norway,1962,titanium ores and concentrates,276788,USGS
Norway,1963,ilmenite,267040,USGS
Norway,1963,ilmenite and leucoxene,267040,USGS
Norway,1963,rutile,0,USGS
Norway,1963,titanium ores and concentrates,267040,USGS
Norway,1964,ilmenite,299854,USGS
Norway,1964,ilmenite and leucoxene,299854,USGS
Norway,1964,rutile,0,USGS
Norway,1964,titanium ores and concentrates,299854,USGS
Norway,1965,ilmenite,311017,USGS
Norway,1965,ilmenite and leucoxene,311017,USGS
Norway,1965,rutile,0,USGS
Norway,1965,titanium ores and concentrates,311017,USGS
Norway,1966,ilmenite,407553,USGS
Norway,1966,ilmenite and leucoxene,407553,USGS
Norway,1966,rutile,0,USGS
Norway,1966,titanium ores and concentrates,407553,USGS
Norway,1967,ilmenite,469096,USGS
Norway,1967,ilmenite and leucoxene,469096,USGS
Norway,1967,rutile,0,USGS
Norway,1967,titanium ores and concentrates,469096,USGS
Norway,1968,ilmenite,443366,USGS
Norway,1968,ilmenite and leucoxene,443366,USGS
Norway,1968,rutile,0,USGS
Norway,1968,titanium ores and concentrates,443366,USGS
Norway,1969,ilmenite,540945,USGS
Norway,1969,ilmenite and leucoxene,540945,USGS
Norway,1969,rutile,0,USGS
Norway,1969,titanium ores and concentrates,540945,USGS
Norway,1970,ilmenite,638193,USGS
Norway,1970,ilmenite and leucoxene,638193,USGS
Norway,1970,rutile,0,USGS
Norway,1970,titanium ores and concentrates,638193,USGS
Norway,1971,ilmenite,707198,USGS
Norway,1971,ilmenite and leucoxene,707198,USGS
Norway,1971,rutile,0,USGS
Norway,1971,titanium ores and concentrates,707198,USGS
Norway,1972,ilmenite,670730,USGS
Norway,1972,ilmenite and leucoxene,670730,USGS
Norway,1972,rutile,0,USGS
Norway,1972,titanium ores and concentrates,670730,USGS
Norway,1973,ilmenite,829967,USGS
Norway,1973,ilmenite and leucoxene,829967,USGS
Norway,1973,rutile,0,USGS
Norway,1973,titanium ores and concentrates,829967,USGS
Norway,1974,ilmenite,934911,USGS
Norway,1974,ilmenite and leucoxene,934911,USGS
Norway,1974,rutile,0,USGS
Norway,1974,titanium ores and concentrates,934911,USGS
Norway,1975,ilmenite,580549,USGS
Norway,1975,ilmenite and leucoxene,580549,USGS
Norway,1975,rutile,0,USGS
Norway,1975,titanium ores and concentrates,580549,USGS
Norway,1976,ilmenite,845101,USGS
Norway,1976,ilmenite and leucoxene,845101,USGS
Norway,1976,rutile,0,USGS
Norway,1976,titanium ores and concentrates,845101,USGS
Norway,1977,ilmenite,913267,USGS
Norway,1977,ilmenite and leucoxene,913267,USGS
Norway,1977,rutile,0,USGS
Norway,1977,titanium ores and concentrates,913267,USGS
Norway,1978,ilmenite,845461,USGS
Norway,1978,ilmenite and leucoxene,845461,USGS
Norway,1978,rutile,0,USGS
Norway,1978,titanium ores and concentrates,845461,USGS
Norway,1979,ilmenite,903690,USGS
Norway,1979,ilmenite and leucoxene,903690,USGS
Norway,1979,rutile,0,USGS
Norway,1979,titanium ores and concentrates,903690,USGS
Norway,1980,ilmenite,912508,USGS
Norway,1980,ilmenite and leucoxene,912508,USGS
Norway,1980,rutile,0,USGS
Norway,1980,titanium ores and concentrates,912508,USGS
Norway,1981,ilmenite,727088,USGS
Norway,1981,ilmenite and leucoxene,727088,USGS
Norway,1981,rutile,0,USGS
Norway,1981,titanium ores and concentrates,727088,USGS
Norway,1982,ilmenite,608215,USGS
Norway,1982,ilmenite and leucoxene,608215,USGS
Norway,1982,rutile,0,USGS
Norway,1982,titanium ores and concentrates,608215,USGS
Norway,1983,ilmenite,612826,USGS
Norway,1983,ilmenite and leucoxene,612826,USGS
Norway,1983,rutile,0,USGS
Norway,1983,titanium ores and concentrates,612826,USGS
Norway,1984,ilmenite,718522,USGS
Norway,1984,ilmenite and leucoxene,718522,USGS
Norway,1984,rutile,0,USGS
Norway,1984,titanium ores and concentrates,718522,USGS
Norway,1985,ilmenite,735842,USGS
Norway,1985,ilmenite and leucoxene,735842,USGS
Norway,1985,rutile,0,USGS
Norway,1985,titanium ores and concentrates,735842,USGS
Norway,1986,ilmenite,803622,USGS
Norway,1986,ilmenite and leucoxene,803622,USGS
Norway,1986,rutile,0,USGS
Norway,1986,titanium ores and concentrates,803622,USGS
Norway,1987,ilmenite,852322,USGS
Norway,1987,ilmenite and leucoxene,852322,USGS
Norway,1987,rutile,0,USGS
Norway,1987,titanium ores and concentrates,852322,USGS
Norway,1988,ilmenite,898035,USGS
Norway,1988,ilmenite and leucoxene,898035,USGS
Norway,1988,rutile,0,USGS
Norway,1988,titanium ores and concentrates,898035,USGS
Norway,1989,ilmenite,929830,USGS
Norway,1989,ilmenite and leucoxene,929830,USGS
Norway,1989,rutile,0,USGS
Norway,1989,titanium ores and concentrates,929830,USGS
Norway,1990,ilmenite,814000,USGS
Norway,1990,ilmenite and leucoxene,814000,USGS
Norway,1990,rutile,0,USGS
Norway,1990,titanium ores and concentrates,814000,USGS
Norway,1991,ilmenite,623000,USGS
Norway,1991,ilmenite and leucoxene,623000,USGS
Norway,1991,rutile,0,USGS
Norway,1991,titanium ores and concentrates,623000,USGS
Norway,1992,ilmenite,708000,USGS
Norway,1992,ilmenite and leucoxene,708000,USGS
Norway,1992,rutile,0,USGS
Norway,1992,titanium ores and concentrates,708000,USGS
Norway,1993,ilmenite,713000,USGS
Norway,1993,ilmenite and leucoxene,713000,USGS
Norway,1993,rutile,0,USGS
Norway,1993,titanium ores and concentrates,713000,USGS
Norway,1994,ilmenite,826391,USGS
Norway,1994,ilmenite and leucoxene,826391,USGS
Norway,1994,rutile,0,USGS
Norway,1994,titanium ores and concentrates,826391,USGS
Norway,1995,ilmenite,833238,USGS
Norway,1995,ilmenite and leucoxene,833238,USGS
Norway,1995,rutile,0,USGS
Norway,1995,titanium ores and concentrates,833238,USGS
Norway,1996,ilmenite,746583,USGS
Norway,1996,ilmenite and leucoxene,746583,USGS
Norway,1996,rutile,0,USGS
Norway,1996,titanium ores and concentrates,746583,USGS
Norway,1997,ilmenite,750000,USGS
Norway,1997,ilmenite and leucoxene,750000,USGS
Norway,1997,rutile,0,USGS
Norway,1997,titanium ores and concentrates,750000,USGS
Norway,1998,ilmenite,590000,USGS
Norway,1998,ilmenite and leucoxene,590000,USGS
Norway,1998,rutile,0,USGS
Norway,1998,titanium ores and concentrates,590000,USGS
Norway,1999,ilmenite,600000,USGS
Norway,1999,ilmenite and leucoxene,600000,USGS
Norway,1999,rutile,0,USGS
Norway,1999,titanium ores and concentrates,600000,USGS
Norway,2000,ilmenite,750000,USGS
Norway,2000,ilmenite and leucoxene,750000,USGS
Norway,2000,rutile,0,USGS
Norway,2000,titanium ores and concentrates,750000,USGS
Norway,2001,ilmenite,750000,USGS
Norway,2001,ilmenite and leucoxene,750000,USGS
Norway,2001,rutile,0,USGS
Norway,2001,titanium ores and concentrates,750000,USGS
Norway,2002,ilmenite,750000,USGS
Norway,2002,ilmenite and leucoxene,750000,USGS
Norway,2002,rutile,0,USGS
Norway,2002,titanium ores and concentrates,750000,USGS
Norway,2003,ilmenite,840000,USGS
Norway,2003,ilmenite and leucoxene,840000,USGS
Norway,2003,rutile,0,USGS
Norway,2003,titanium ores and concentrates,840000,USGS
Norway,2004,ilmenite,860000,USGS
Norway,2004,ilmenite and leucoxene,860000,USGS
Norway,2004,rutile,0,USGS
Norway,2004,titanium ores and concentrates,860000,USGS
