Country,Year,Sub-commodity,Quantity in metric tons,Source
Sierra Leone,2022,Ilmenite,58610,BGS
Sierra Leone,2022,Rutile,135818,BGS
Sierra Leone,2022,titanium ores and concentrates,194428,BGS
South Africa,1970,Ilmenite,0,BGS
South Africa,1970,Rutile,0,BGS
South Africa,1970,titanium ores and concentrates,0,BGS
South Africa,1971,Ilmenite,0,BGS
South Africa,1971,Rutile,0,BGS
South Africa,1971,titanium ores and concentrates,0,BGS
South Africa,1972,Ilmenite,0,BGS
South Africa,1972,Rutile,0,BGS
South Africa,1972,titanium ores and concentrates,0,BGS
South Africa,1973,Ilmenite,0,BGS
South Africa,1973,Rutile,0,BGS
South Africa,1973,titanium ores and concentrates,0,BGS
South Africa,1974,Ilmenite,0,BGS
South Africa,1974,Rutile,0,BGS
South Africa,1974,titanium ores and concentrates,0,BGS
South Africa,1975,Ilmenite,0,BGS
South Africa,1975,Rutile,0,BGS
South Africa,1975,titanium ores and concentrates,0,BGS
South Africa,1976,Ilmenite,0,BGS
South Africa,1976,Rutile,0,BGS
South Africa,1976,titanium ores and concentrates,0,BGS
South Africa,1977,Ilmenite,0,BGS
South Africa,1977,Rutile,0,BGS
South Africa,1977,titanium ores and concentrates,0,BGS
South Africa,1978,Ilmenite,0,BGS
South Africa,1978,Rutile,0,BGS
South Africa,1978,titanium ores and concentrates,0,BGS
South Africa,1979,Ilmenite,0,BGS
South Africa,1979,Rutile,0,BGS
South Africa,1979,titanium ores and concentrates,0,BGS
South Africa,1980,Ilmenite,0,BGS
South Africa,1980,Rutile,0,BGS
South Africa,1980,titanium ores and concentrates,272310,BGS
South Africa,1981,Ilmenite,0,BGS
South Africa,1981,Rutile,0,BGS
South Africa,1981,titanium ores and concentrates,267545,BGS
South Africa,1982,Ilmenite,0,BGS
South Africa,1982,Rutile,0,BGS
South Africa,1982,titanium ores and concentrates,211000,BGS
South Africa,1983,Ilmenite,0,BGS
South Africa,1983,Rutile,0,BGS
South Africa,1983,titanium ores and concentrates,0,BGS
South Africa,1984,Ilmenite,0,BGS
South Africa,1984,Rutile,0,BGS
South Africa,1984,titanium ores and concentrates,0,BGS
South Africa,1985,Ilmenite,0,BGS
South Africa,1985,Rutile,0,BGS
South Africa,1985,titanium ores and concentrates,0,BGS
South Africa,1986,Ilmenite,0,BGS
South Africa,1986,Rutile,0,BGS
South Africa,1986,titanium ores and concentrates,0,BGS
South Africa,1987,Ilmenite,0,BGS
South Africa,1987,Rutile,0,BGS
South Africa,1987,titanium ores and concentrates,0,BGS
South Africa,1988,Ilmenite,0,BGS
South Africa,1988,Rutile,0,BGS
South Africa,1988,titanium ores and concentrates,0,BGS
South Africa,1989,Ilmenite,0,BGS
South Africa,1989,Rutile,0,BGS
South Africa,1989,titanium ores and concentrates,0,BGS
South Africa,1990,Ilmenite,1142000,BGS
South Africa,1990,Rutile,64056,BGS
South Africa,1990,titanium ores and concentrates,1206056,BGS
South Africa,1991,Ilmenite,1374000,BGS
South Africa,1991,Rutile,75000,BGS
South Africa,1991,titanium ores and concentrates,1449000,BGS
South Africa,1992,Ilmenite,1502000,BGS
South Africa,1992,Rutile,75000,BGS
South Africa,1992,titanium ores and concentrates,1577000,BGS
South Africa,1993,Ilmenite,1516000,BGS
South Africa,1993,Rutile,100000,BGS
South Africa,1993,titanium ores and concentrates,1616000,BGS
South Africa,1994,Ilmenite,1314000,BGS
South Africa,1994,Rutile,90000,BGS
South Africa,1994,titanium ores and concentrates,1404000,BGS
South Africa,1995,Ilmenite,1680000,BGS
South Africa,1995,Rutile,90000,BGS
South Africa,1995,titanium ores and concentrates,1770000,BGS
South Africa,1996,Ilmenite,1700000,BGS
South Africa,1996,Rutile,110000,BGS
South Africa,1996,titanium ores and concentrates,1810000,BGS
South Africa,1997,Ilmenite,1853000,BGS
South Africa,1997,Rutile,115000,BGS
South Africa,1997,titanium ores and concentrates,1968000,BGS
South Africa,1998,Ilmenite,1836000,BGS
South Africa,1998,Rutile,115000,BGS
South Africa,1998,titanium ores and concentrates,1951000,BGS
South Africa,1999,Ilmenite,1870000,BGS
South Africa,1999,Rutile,123000,BGS
South Africa,1999,titanium ores and concentrates,1993000,BGS
South Africa,2000,Ilmenite,1853000,BGS
South Africa,2000,Rutile,123000,BGS
South Africa,2000,titanium ores and concentrates,1976000,BGS
South Africa,2001,Ilmenite,1751000,BGS
South Africa,2001,Rutile,122000,BGS
South Africa,2001,titanium ores and concentrates,1873000,BGS
South Africa,2002,Ilmenite,1649000,BGS
South Africa,2002,Rutile,140000,BGS
South Africa,2002,titanium ores and concentrates,1789000,BGS
South Africa,2003,Ilmenite,1581000,BGS
South Africa,2003,Rutile,100000,BGS
South Africa,2003,titanium ores and concentrates,1681000,BGS
South Africa,2004,Ilmenite,1730000,BGS
South Africa,2004,Rutile,100000,BGS
South Africa,2004,titanium ores and concentrates,1830000,BGS
South Africa,2005,Ilmenite,973100,BGS
South Africa,2005,Rutile,130000,BGS
South Africa,2005,titanium ores and concentrates,1103100,BGS
South Africa,2006,Ilmenite,1330500,BGS
South Africa,2006,Rutile,125200,BGS
South Africa,2006,titanium ores and concentrates,1455700,BGS
South Africa,2007,Ilmenite,1402500,BGS
South Africa,2007,Rutile,111500,BGS
South Africa,2007,titanium ores and concentrates,1514000,BGS
South Africa,2008,Ilmenite,1360000,BGS
South Africa,2008,Rutile,132000,BGS
South Africa,2008,titanium ores and concentrates,1492000,BGS
South Africa,2009,Ilmenite,1445000,BGS
South Africa,2009,Rutile,134000,BGS
South Africa,2009,titanium ores and concentrates,1579000,BGS
South Africa,2010,Ilmenite,1200000,BGS
South Africa,2010,Rutile,135000,BGS
South Africa,2010,titanium ores and concentrates,1335000,BGS
South Africa,2011,Ilmenite,1369000,BGS
South Africa,2011,Rutile,133000,BGS
South Africa,2011,titanium ores and concentrates,1502000,BGS
South Africa,2012,Ilmenite,1203000,BGS
South Africa,2012,Rutile,141000,BGS
South Africa,2012,titanium ores and concentrates,1344000,BGS
South Africa,2013,Ilmenite,1070000,BGS
South Africa,2013,Rutile,73400,BGS
South Africa,2013,titanium ores and concentrates,1143400,BGS
South Africa,2014,Ilmenite,1105000,BGS
South Africa,2014,Rutile,133000,BGS
South Africa,2014,titanium ores and concentrates,1238000,BGS
South Africa,2015,Ilmenite,1280000,BGS
South Africa,2015,Rutile,67000,BGS
South Africa,2015,titanium ores and concentrates,1347000,BGS
South Africa,2016,Ilmenite,1020000,BGS
South Africa,2016,Rutile,67000,BGS
South Africa,2016,titanium ores and concentrates,1087000,BGS
South Africa,2017,Ilmenite,550000,BGS
South Africa,2017,Rutile,95000,BGS
South Africa,2017,titanium ores and concentrates,645000,BGS
South Africa,2018,Ilmenite,765000,BGS
South Africa,2018,Rutile,103000,BGS
South Africa,2018,titanium ores and concentrates,868000,BGS
South Africa,2019,Ilmenite,1100000,BGS
South Africa,2019,Rutile,110000,BGS
South Africa,2019,titanium ores and concentrates,1210000,BGS
South Africa,2020,Ilmenite,1020000,BGS
South Africa,2020,Rutile,86000,BGS
South Africa,2020,titanium ores and concentrates,1106000,BGS
South Africa,2021,Ilmenite,1000000,BGS
South Africa,2021,Rutile,95000,BGS
South Africa,2021,titanium ores and concentrates,1095000,BGS
South Africa,2022,Ilmenite,900000,BGS
South Africa,2022,Rutile,95000,BGS
South Africa,2022,titanium ores and concentrates,995000,BGS
Soviet Union,1970,Ilmenite,0,BGS
Soviet Union,1970,Rutile,0,BGS
Soviet Union,1970,titanium ores and concentrates,0,BGS
Soviet Union,1971,Ilmenite,0,BGS
Soviet Union,1971,Rutile,0,BGS
Soviet Union,1971,titanium ores and concentrates,0,BGS
Soviet Union,1972,Ilmenite,0,BGS
Soviet Union,1972,Rutile,0,BGS
Soviet Union,1972,titanium ores and concentrates,0,BGS
Soviet Union,1973,Ilmenite,0,BGS
Soviet Union,1973,Rutile,0,BGS
Soviet Union,1973,titanium ores and concentrates,0,BGS
Soviet Union,1974,Ilmenite,307000,BGS
Soviet Union,1974,Rutile,0,BGS
Soviet Union,1974,titanium ores and concentrates,307000,BGS
Soviet Union,1975,Ilmenite,327000,BGS
Soviet Union,1975,Rutile,0,BGS
Soviet Union,1975,titanium ores and concentrates,327000,BGS
Soviet Union,1976,Ilmenite,380000,BGS
Soviet Union,1976,Rutile,9000,BGS
Soviet Union,1976,titanium ores and concentrates,389000,BGS
Soviet Union,1977,Ilmenite,399000,BGS
Soviet Union,1977,Rutile,9000,BGS
Soviet Union,1977,titanium ores and concentrates,408000,BGS
Soviet Union,1978,Ilmenite,410000,BGS
Soviet Union,1978,Rutile,9000,BGS
Soviet Union,1978,titanium ores and concentrates,419000,BGS
Soviet Union,1979,Ilmenite,410000,BGS
Soviet Union,1979,Rutile,10000,BGS
Soviet Union,1979,titanium ores and concentrates,420000,BGS
Soviet Union,1980,Ilmenite,420000,BGS
Soviet Union,1980,Rutile,10000,BGS
Soviet Union,1980,titanium ores and concentrates,430000,BGS
Soviet Union,1981,Ilmenite,430000,BGS
Soviet Union,1981,Rutile,10000,BGS
Soviet Union,1981,titanium ores and concentrates,440000,BGS
Soviet Union,1982,Ilmenite,430000,BGS
Soviet Union,1982,Rutile,10000,BGS
Soviet Union,1982,titanium ores and concentrates,440000,BGS
Soviet Union,1983,Ilmenite,435000,BGS
Soviet Union,1983,Rutile,10000,BGS
Soviet Union,1983,titanium ores and concentrates,445000,BGS
Soviet Union,1984,Ilmenite,440000,BGS
Soviet Union,1984,Rutile,10000,BGS
Soviet Union,1984,titanium ores and concentrates,450000,BGS
Soviet Union,1985,Ilmenite,445000,BGS
Soviet Union,1985,Rutile,10000,BGS
Soviet Union,1985,titanium ores and concentrates,455000,BGS
Soviet Union,1986,Ilmenite,450000,BGS
Soviet Union,1986,Rutile,10000,BGS
Soviet Union,1986,titanium ores and concentrates,460000,BGS
Soviet Union,1987,Ilmenite,455000,BGS
Soviet Union,1987,Rutile,10000,BGS
Soviet Union,1987,titanium ores and concentrates,465000,BGS
Soviet Union,1988,Ilmenite,460000,BGS
Soviet Union,1988,Rutile,10000,BGS
Soviet Union,1988,titanium ores and concentrates,470000,BGS
Soviet Union,1989,Ilmenite,460000,BGS
Soviet Union,1989,Rutile,10000,BGS
Soviet Union,1989,titanium ores and concentrates,470000,BGS
Soviet Union,1990,Ilmenite,430000,BGS
Soviet Union,1990,Rutile,9500,BGS
Soviet Union,1990,titanium ores and concentrates,439500,BGS
Soviet Union,1991,Ilmenite,400000,BGS
Soviet Union,1991,Rutile,9000,BGS
Soviet Union,1991,titanium ores and concentrates,409000,BGS
Soviet Union,1992,Ilmenite,0,BGS
Soviet Union,1992,Rutile,0,BGS
Soviet Union,1992,titanium ores and concentrates,0,BGS
Soviet Union,1993,Ilmenite,0,BGS
Soviet Union,1993,Rutile,0,BGS
Soviet Union,1993,titanium ores and concentrates,0,BGS
Soviet Union,1994,Ilmenite,0,BGS
Soviet Union,1994,Rutile,0,BGS
Soviet Union,1994,titanium ores and concentrates,0,BGS
Soviet Union,1995,Ilmenite,0,BGS
Soviet Union,1995,Rutile,0,BGS
Soviet Union,1995,titanium ores and concentrates,0,BGS
Soviet Union,1996,Ilmenite,0,BGS
Soviet Union,1996,Rutile,0,BGS
Soviet Union,1996,titanium ores and concentrates,0,BGS
Soviet Union,1997,Ilmenite,0,BGS
Soviet Union,1997,Rutile,0,BGS
Soviet Union,1997,titanium ores and concentrates,0,BGS
Soviet Union,1998,Ilmenite,0,BGS
Soviet Union,1998,Rutile,0,BGS
Soviet Union,1998,titanium ores and concentrates,0,BGS
Soviet Union,1999,Ilmenite,0,BGS
Soviet Union,1999,Rutile,0,BGS
Soviet Union,1999,titanium ores and concentrates,0,BGS
Soviet Union,2000,Ilmenite,0,BGS
Soviet Union,2000,Rutile,0,BGS
Soviet Union,2000,titanium ores and concentrates,0,BGS
Soviet Union,2001,Ilmenite,0,BGS
Soviet Union,2001,Rutile,0,BGS
Soviet Union,2001,titanium ores and concentrates,0,BGS
Soviet Union,2002,Ilmenite,0,BGS
Soviet Union,2002,Rutile,0,BGS
Soviet Union,2002,titanium ores and concentrates,0,BGS
Soviet Union,2003,Ilmenite,0,BGS
Soviet Union,2003,Rutile,0,BGS
Soviet Union,2003,titanium ores and concentrates,0,BGS
Soviet Union,2004,Ilmenite,0,BGS
Soviet Union,2004,Rutile,0,BGS
Soviet Union,2004,titanium ores and concentrates,0,BGS
Soviet Union,2005,Ilmenite,0,BGS
Soviet Union,2005,Rutile,0,BGS
Soviet Union,2005,titanium ores and concentrates,0,BGS
Soviet Union,2006,Ilmenite,0,BGS
Soviet Union,2006,Rutile,0,BGS
Soviet Union,2006,titanium ores and concentrates,0,BGS
Soviet Union,2007,Ilmenite,0,BGS
Soviet Union,2007,Rutile,0,BGS
Soviet Union,2007,titanium ores and concentrates,0,BGS
Soviet Union,2008,Ilmenite,0,BGS
Soviet Union,2008,Rutile,0,BGS
Soviet Union,2008,titanium ores and concentrates,0,BGS
Soviet Union,2009,Ilmenite,0,BGS
Soviet Union,2009,Rutile,0,BGS
Soviet Union,2009,titanium ores and concentrates,0,BGS
Soviet Union,2010,Ilmenite,0,BGS
Soviet Union,2010,Rutile,0,BGS
Soviet Union,2010,titanium ores and concentrates,0,BGS
Soviet Union,2011,Ilmenite,0,BGS
Soviet Union,2011,Rutile,0,BGS
Soviet Union,2011,titanium ores and concentrates,0,BGS
Soviet Union,2012,Ilmenite,0,BGS
Soviet Union,2012,Rutile,0,BGS
Soviet Union,2012,titanium ores and concentrates,0,BGS
Soviet Union,2013,Ilmenite,0,BGS
Soviet Union,2013,Rutile,0,BGS
Soviet Union,2013,titanium ores and concentrates,0,BGS
Soviet Union,2014,Ilmenite,0,BGS
Soviet Union,2014,Rutile,0,BGS
Soviet Union,2014,titanium ores and concentrates,0,BGS
Soviet Union,2015,Ilmenite,0,BGS
Soviet Union,2015,Rutile,0,BGS
Soviet Union,2015,titanium ores and concentrates,0,BGS
Soviet Union,2016,Ilmenite,0,BGS
Soviet Union,2016,Rutile,0,BGS
Soviet Union,2016,titanium ores and concentrates,0,BGS
Soviet Union,2017,Ilmenite,0,BGS
Soviet Union,2017,Rutile,0,BGS
Soviet Union,2017,titanium ores and concentrates,0,BGS
Soviet Union,2018,Ilmenite,0,BGS
Soviet Union,2018,Rutile,0,BGS
Soviet Union,2018,titanium ores and concentrates,0,BGS
Soviet Union,2019,Ilmenite,0,BGS
Soviet Union,2019,Rutile,0,BGS
Soviet Union,2019,titanium ores and concentrates,0,BGS
Soviet Union,2020,Ilmenite,0,BGS
Soviet Union,2020,Rutile,0,BGS
Soviet Union,2020,titanium ores and concentrates,0,BGS
Soviet Union,2021,Ilmenite,0,BGS
Soviet Union,2021,Rutile,0,BGS
Soviet Union,2021,titanium ores and concentrates,0,BGS
Soviet Union,2022,Ilmenite,0,BGS
Soviet Union,2022,Rutile,0,BGS
Soviet Union,2022,titanium ores and concentrates,0,BGS
Spain,1970,Ilmenite,27126,BGS
Spain,1970,titanium ores and concentrates,27126,BGS
Spain,1971,Ilmenite,24349,BGS
Spain,1971,titanium ores and concentrates,24349,BGS
Spain,1972,Ilmenite,22483,BGS
Spain,1972,titanium ores and concentrates,22483,BGS
Spain,1973,Ilmenite,5416,BGS
Spain,1973,titanium ores and concentrates,5416,BGS
Spain,1974,Ilmenite,0,BGS
Spain,1974,titanium ores and concentrates,0,BGS
Spain,1975,Ilmenite,0,BGS
Spain,1975,titanium ores and concentrates,0,BGS
Spain,1976,Ilmenite,0,BGS
Spain,1976,titanium ores and concentrates,0,BGS
Spain,1977,Ilmenite,0,BGS
Spain,1977,titanium ores and concentrates,0,BGS
Spain,1978,Ilmenite,0,BGS
Spain,1978,titanium ores and concentrates,0,BGS
Spain,1979,Ilmenite,0,BGS
Spain,1979,titanium ores and concentrates,0,BGS
Spain,1980,Ilmenite,0,BGS
Spain,1980,titanium ores and concentrates,0,BGS
Spain,1981,Ilmenite,0,BGS
Spain,1981,titanium ores and concentrates,0,BGS
Spain,1982,Ilmenite,0,BGS
Spain,1982,titanium ores and concentrates,0,BGS
Spain,1983,Ilmenite,0,BGS
Spain,1983,titanium ores and concentrates,0,BGS
Spain,1984,Ilmenite,0,BGS
Spain,1984,titanium ores and concentrates,0,BGS
Spain,1985,Ilmenite,0,BGS
Spain,1985,titanium ores and concentrates,0,BGS
Spain,1986,Ilmenite,0,BGS
Spain,1986,titanium ores and concentrates,0,BGS
Spain,1987,Ilmenite,0,BGS
Spain,1987,titanium ores and concentrates,0,BGS
Spain,1988,Ilmenite,0,BGS
Spain,1988,titanium ores and concentrates,0,BGS
Spain,1989,Ilmenite,0,BGS
Spain,1989,titanium ores and concentrates,0,BGS
Spain,1990,Ilmenite,0,BGS
Spain,1990,titanium ores and concentrates,0,BGS
Spain,1991,Ilmenite,0,BGS
Spain,1991,titanium ores and concentrates,0,BGS
Spain,1992,Ilmenite,0,BGS
Spain,1992,titanium ores and concentrates,0,BGS
Spain,1993,Ilmenite,0,BGS
Spain,1993,titanium ores and concentrates,0,BGS
Spain,1994,Ilmenite,0,BGS
Spain,1994,titanium ores and concentrates,0,BGS
Spain,1995,Ilmenite,0,BGS
Spain,1995,titanium ores and concentrates,0,BGS
Spain,1996,Ilmenite,0,BGS
Spain,1996,titanium ores and concentrates,0,BGS
Spain,1997,Ilmenite,0,BGS
Spain,1997,titanium ores and concentrates,0,BGS
Spain,1998,Ilmenite,0,BGS
Spain,1998,titanium ores and concentrates,0,BGS
Spain,1999,Ilmenite,0,BGS
Spain,1999,titanium ores and concentrates,0,BGS
Spain,2000,Ilmenite,0,BGS
Spain,2000,titanium ores and concentrates,0,BGS
Spain,2001,Ilmenite,0,BGS
Spain,2001,titanium ores and concentrates,0,BGS
Spain,2002,Ilmenite,0,BGS
Spain,2002,titanium ores and concentrates,0,BGS
Spain,2003,Ilmenite,0,BGS
Spain,2003,titanium ores and concentrates,0,BGS
Spain,2004,Ilmenite,0,BGS
Spain,2004,titanium ores and concentrates,0,BGS
Spain,2005,Ilmenite,0,BGS
Spain,2005,titanium ores and concentrates,0,BGS
Spain,2006,Ilmenite,0,BGS
Spain,2006,titanium ores and concentrates,0,BGS
Spain,2007,Ilmenite,0,BGS
Spain,2007,titanium ores and concentrates,0,BGS
Spain,2008,Ilmenite,0,BGS
Spain,2008,titanium ores and concentrates,0,BGS
Spain,2009,Ilmenite,0,BGS
Spain,2009,titanium ores and concentrates,0,BGS
Spain,2010,Ilmenite,0,BGS
Spain,2010,titanium ores and concentrates,0,BGS
Spain,2011,Ilmenite,0,BGS
Spain,2011,titanium ores and concentrates,0,BGS
Spain,2012,Ilmenite,0,BGS
Spain,2012,titanium ores and concentrates,0,BGS
Spain,2013,Ilmenite,0,BGS
Spain,2013,titanium ores and concentrates,0,BGS
Spain,2014,Ilmenite,0,BGS
Spain,2014,titanium ores and concentrates,0,BGS
Spain,2015,Ilmenite,0,BGS
Spain,2015,titanium ores and concentrates,0,BGS
Spain,2016,Ilmenite,0,BGS
Spain,2016,titanium ores and concentrates,0,BGS
Spain,2017,Ilmenite,0,BGS
Spain,2017,titanium ores and concentrates,0,BGS
Spain,2018,Ilmenite,0,BGS
Spain,2018,titanium ores and concentrates,0,BGS
Spain,2019,Ilmenite,0,BGS
Spain,2019,titanium ores and concentrates,0,BGS
Spain,2020,Ilmenite,0,BGS
Spain,2020,titanium ores and concentrates,0,BGS
Spain,2021,Ilmenite,0,BGS
Spain,2021,titanium ores and concentrates,0,BGS
Spain,2022,Ilmenite,0,BGS
Spain,2022,titanium ores and concentrates,0,BGS
Sri Lanka,1970,Ilmenite,84562,BGS
Sri Lanka,1970,Rutile,2395,BGS
Sri Lanka,1970,titanium ores and concentrates,86957,BGS
Sri Lanka,1971,Ilmenite,92892,BGS
Sri Lanka,1971,Rutile,2586,BGS
Sri Lanka,1971,titanium ores and concentrates,95478,BGS
Sri Lanka,1972,Ilmenite,82503,BGS
Sri Lanka,1972,Rutile,2151,BGS
Sri Lanka,1972,titanium ores and concentrates,84654,BGS
Sri Lanka,1973,Ilmenite,93482,BGS
Sri Lanka,1973,Rutile,2252,BGS
Sri Lanka,1973,titanium ores and concentrates,95734,BGS
Sri Lanka,1974,Ilmenite,81098,BGS
Sri Lanka,1974,Rutile,3051,BGS
Sri Lanka,1974,titanium ores and concentrates,84149,BGS
Sri Lanka,1975,Ilmenite,64010,BGS
Sri Lanka,1975,Rutile,3111,BGS
Sri Lanka,1975,titanium ores and concentrates,67121,BGS
Sri Lanka,1976,Ilmenite,64654,BGS
Sri Lanka,1976,Rutile,1019,BGS
Sri Lanka,1976,titanium ores and concentrates,65673,BGS
Sri Lanka,1977,Ilmenite,33946,BGS
Sri Lanka,1977,Rutile,0.95,BGS
Sri Lanka,1977,titanium ores and concentrates,34896,BGS
Sri Lanka,1978,Ilmenite,35904,BGS
Sri Lanka,1978,Rutile,11497,BGS
Sri Lanka,1978,titanium ores and concentrates,47401,BGS
Sri Lanka,1979,Ilmenite,55370,BGS
Sri Lanka,1979,Rutile,14675,BGS
Sri Lanka,1979,titanium ores and concentrates,70045,BGS
Sri Lanka,1980,Ilmenite,33956,BGS
Sri Lanka,1980,Rutile,12789,BGS
Sri Lanka,1980,titanium ores and concentrates,46745,BGS
Sri Lanka,1981,Ilmenite,80011,BGS
Sri Lanka,1981,Rutile,13301,BGS
Sri Lanka,1981,titanium ores and concentrates,93312,BGS
Sri Lanka,1982,Ilmenite,68282,BGS
Sri Lanka,1982,Rutile,7212,BGS
Sri Lanka,1982,titanium ores and concentrates,75494,BGS
Sri Lanka,1983,Ilmenite,80486,BGS
Sri Lanka,1983,Rutile,8386,BGS
Sri Lanka,1983,titanium ores and concentrates,88872,BGS
Sri Lanka,1984,Ilmenite,102048,BGS
Sri Lanka,1984,Rutile,6467,BGS
Sri Lanka,1984,titanium ores and concentrates,108515,BGS
Sri Lanka,1985,Ilmenite,114954,BGS
Sri Lanka,1985,Rutile,8605,BGS
Sri Lanka,1985,titanium ores and concentrates,123559,BGS
Sri Lanka,1986,Ilmenite,133873,BGS
Sri Lanka,1986,Rutile,8443,BGS
Sri Lanka,1986,titanium ores and concentrates,142316,BGS
Sri Lanka,1987,Ilmenite,128500,BGS
Sri Lanka,1987,Rutile,7200,BGS
Sri Lanka,1987,titanium ores and concentrates,135700,BGS
Sri Lanka,1988,Ilmenite,97085,BGS
Sri Lanka,1988,Rutile,13759,BGS
Sri Lanka,1988,titanium ores and concentrates,110844,BGS
Sri Lanka,1989,Ilmenite,101354,BGS
Sri Lanka,1989,Rutile,5589,BGS
Sri Lanka,1989,titanium ores and concentrates,106943,BGS
Sri Lanka,1990,Ilmenite,74350,BGS
Sri Lanka,1990,Rutile,7580,BGS
Sri Lanka,1990,titanium ores and concentrates,81930,BGS
Sri Lanka,1991,Ilmenite,62823,BGS
Sri Lanka,1991,Rutile,3085,BGS
Sri Lanka,1991,titanium ores and concentrates,65908,BGS
Sri Lanka,1992,Ilmenite,35868,BGS
Sri Lanka,1992,Rutile,2741,BGS
Sri Lanka,1992,titanium ores and concentrates,38609,BGS
Sri Lanka,1993,Ilmenite,71235,BGS
Sri Lanka,1993,Rutile,2643,BGS
Sri Lanka,1993,titanium ores and concentrates,73878,BGS
Sri Lanka,1994,Ilmenite,65458,BGS
Sri Lanka,1994,Rutile,2471,BGS
Sri Lanka,1994,titanium ores and concentrates,67929,BGS
Sri Lanka,1995,Ilmenite,54311,BGS
Sri Lanka,1995,Rutile,2884,BGS
Sri Lanka,1995,titanium ores and concentrates,57195,BGS
Sri Lanka,1996,Ilmenite,66456,BGS
Sri Lanka,1996,Rutile,3532,BGS
Sri Lanka,1996,titanium ores and concentrates,69988,BGS
Sri Lanka,1997,Ilmenite,22533,BGS
Sri Lanka,1997,Rutile,2968,BGS
Sri Lanka,1997,titanium ores and concentrates,25501,BGS
Sri Lanka,1998,Ilmenite,37148,BGS
Sri Lanka,1998,Rutile,1930,BGS
Sri Lanka,1998,titanium ores and concentrates,39078,BGS
Sri Lanka,1999,Ilmenite,0,BGS
Sri Lanka,1999,Rutile,0,BGS
Sri Lanka,1999,titanium ores and concentrates,0,BGS
Sri Lanka,2000,Ilmenite,0,BGS
Sri Lanka,2000,Rutile,0,BGS
Sri Lanka,2000,titanium ores and concentrates,0,BGS
Sri Lanka,2001,Ilmenite,0,BGS
Sri Lanka,2001,Rutile,0,BGS
Sri Lanka,2001,titanium ores and concentrates,0,BGS
Sri Lanka,2002,Ilmenite,0,BGS
Sri Lanka,2002,Rutile,0,BGS
Sri Lanka,2002,titanium ores and concentrates,0,BGS
Sri Lanka,2003,Ilmenite,0,BGS
Sri Lanka,2003,Rutile,0,BGS
Sri Lanka,2003,titanium ores and concentrates,0,BGS
Sri Lanka,2004,Ilmenite,1335,BGS
Sri Lanka,2004,Rutile,2798,BGS
Sri Lanka,2004,titanium ores and concentrates,4133,BGS
Sri Lanka,2005,Ilmenite,36303,BGS
Sri Lanka,2005,Rutile,8162,BGS
Sri Lanka,2005,titanium ores and concentrates,44465,BGS
Sri Lanka,2006,Ilmenite,57033,BGS
Sri Lanka,2006,Rutile,2280,BGS
Sri Lanka,2006,titanium ores and concentrates,59313,BGS
Sri Lanka,2007,Ilmenite,70728,BGS
Sri Lanka,2007,Rutile,4607,BGS
Sri Lanka,2007,titanium ores and concentrates,75335,BGS
Sri Lanka,2008,Ilmenite,56824,BGS
Sri Lanka,2008,Rutile,3405,BGS
Sri Lanka,2008,titanium ores and concentrates,60229,BGS
Sri Lanka,2009,Ilmenite,122424,BGS
Sri Lanka,2009,Rutile,2276,BGS
Sri Lanka,2009,titanium ores and concentrates,124700,BGS
Sri Lanka,2010,Ilmenite,52637,BGS
Sri Lanka,2010,Rutile,2568,BGS
Sri Lanka,2010,titanium ores and concentrates,55205,BGS
Sri Lanka,2011,Ilmenite,68085,BGS
Sri Lanka,2011,Rutile,1970,BGS
Sri Lanka,2011,titanium ores and concentrates,70055,BGS
Sri Lanka,2012,Ilmenite,44707,BGS
Sri Lanka,2012,Rutile,1590,BGS
Sri Lanka,2012,titanium ores and concentrates,46297,BGS
Sri Lanka,2013,Ilmenite,42685,BGS
Sri Lanka,2013,Rutile,1406,BGS
Sri Lanka,2013,titanium ores and concentrates,44091,BGS
Sri Lanka,2014,Ilmenite,32972,BGS
Sri Lanka,2014,Rutile,2111,BGS
Sri Lanka,2014,titanium ores and concentrates,35083,BGS
Sri Lanka,2015,Ilmenite,39439,BGS
Sri Lanka,2015,Rutile,1808,BGS
Sri Lanka,2015,titanium ores and concentrates,41247,BGS
Sri Lanka,2016,Ilmenite,26159,BGS
Sri Lanka,2016,Rutile,2237,BGS
Sri Lanka,2016,titanium ores and concentrates,28396,BGS
Sri Lanka,2017,Ilmenite,53734,BGS
Sri Lanka,2017,Rutile,2174,BGS
Sri Lanka,2017,titanium ores and concentrates,55908,BGS
Sri Lanka,2018,Ilmenite,60847,BGS
Sri Lanka,2018,Rutile,2174,BGS
Sri Lanka,2018,titanium ores and concentrates,63021,BGS
Sri Lanka,2019,Ilmenite,43789,BGS
Sri Lanka,2019,Rutile,1959,BGS
Sri Lanka,2019,titanium ores and concentrates,45748,BGS
Sri Lanka,2020,Ilmenite,18016,BGS
Sri Lanka,2020,Rutile,1311,BGS
Sri Lanka,2020,titanium ores and concentrates,19327,BGS
Sri Lanka,2021,Ilmenite,49068,BGS
Sri Lanka,2021,Rutile,1881,BGS
Sri Lanka,2021,titanium ores and concentrates,50949,BGS
Sri Lanka,2022,Ilmenite,31492,BGS
Sri Lanka,2022,Rutile,0.741,BGS
Sri Lanka,2022,titanium ores and concentrates,32233,BGS
Thailand,1970,Ilmenite,0,BGS
Thailand,1970,Leucoxene,0,BGS
Thailand,1970,titanium ores and concentrates,0,BGS
